id	orgName	QID	ttu_id
ttu_478_org_0	82nd Airborne Division	Q2358	
ttu_478_org_1	2nd Division	Q111598958	
ttu_478_org_2	1st Battalion, 5th Regiment, 2nd ARVN Division	Q111598965	
ttu_478_org_3	11th Airborne Division	Q169980	
ttu_478_org_4	D Company, 1st Battalion of the 8th Cavalry Regiment	Q111598991	
ttu_478_org_5	C Company, 1st Battalion of the 8th Cavalry Regiment	Q111677693	
ttu_478_org_6	A Company, 1st Battalion of the 8th Cavalry Regiment	Q111677593	
ttu_478_org_7	101st Airborne Division	Q165256	
ttu_478_org_8	82nd Airborne Division	Q2358	
ttu_478_org_9	United States Army	Q9212	
ttu_478_org_10	101st Airborne Division	Q165256	
ttu_478_org_11	Charlie Company, 2nd Battalion, 327th Infantry Regiment	Q111599059	
ttu_478_org_12	B Company, 1st Battalion of the 8th Cavalry Regiment	Q111599027	
ttu_478_org_13	A Company, 1st Battalion of the 8th Cavalry Regiment	Q111677593	
ttu_478_org_14	D Company, 1st Battalion of the 8th Cavalry Regiment	Q111598991	
ttu_478_org_15	C Company, 1st Battalion of the 8th Cavalry Regiment	Q111677693	
ttu_478_org_16	1st Squadron, 9th Cavalry Regiment	Q111029867	
ttu_478_org_17	Air Cav		
ttu_478_org_18	Air Cav Squadron		
ttu_478_org_19	Air Calvary		
ttu_478_org_20	1st Squadron, 9th Cavalry Regiment	Q111029867	
ttu_478_org_21	1st Squadron, 9th Cavalry Regiment	Q111029867	
ttu_478_org_22	1st Squadron, 9th Cavalry Regiment	Q111029867	
ttu_478_org_23	United States Army	Q9212	
ttu_478_org_24	D Company, 1st Battalion of the 8th Cavalry Regiment	Q111598991	
ttu_478_org_25	B Company, 1st Battalion of the 8th Cavalry Regiment	Q111599027	
ttu_478_org_26	1st Squadron, 9th Cavalry Regiment	Q111029867	
ttu_478_org_27	32nd Regiment	Q111599067	
ttu_478_org_28	33rd Regiment	Q111599075	
ttu_478_org_29	66th Regiment	Q111599077	
ttu_478_org_30	1st Air Cavalry Brigade, 1st Cavalry Division	Q4596090	
ttu_478_org_31	3rd Brigade Combat Team, 1st Cavalry Division	Q4636701	
ttu_478_org_32	1st Battalion, 7th Cavalry Regiment	Q110641589	
ttu_478_org_33	2nd Battalion, 7th Cavalry Regiment	Q110629367	
ttu_478_org_34	2nd Battalion, 12th Cavalry Regiment	Q111677846	
ttu_478_org_35	People's Army of Vietnam	Q3936506	
ttu_478_org_36	National Front for the Liberation of South Vietnam	Q174423	
ttu_478_org_37	11th Airborne Division	Q169980	
ttu_478_org_38	1st Cavalry Division	Q2338	
ttu_478_org_39	NATO	Q7184	
ttu_478_org_40	United States Army	Q9212	
ttu_478_org_41	United States Army	Q9212	
ttu_478_org_42	A Company, 1st Battalion of the 8th Cavalry Regiment	Q111677593	
ttu_478_org_43	Reserve Officers' Training Corps	Q489983	
ttu_478_org_44	United States Central Command	Q1476046	
ttu_478_org_45	1st Battalion, 8th Cavalry Regiment	Q111599009	
ttu_478_org_46	United States Army	Q9212	
ttu_478_org_47	1st Squadron, 9th Cavalry Regiment	Q111029867	
ttu_478_org_48	A Company, 1st Battalion of the 8th Cavalry Regiment	Q111677593	
