id	persName	QID	ttu_id
ttu_453_person_0	Richard Verrone		ttu_0003
ttu_453_person_1	Barbara Ann Weathers Geoghegan Johns		ttu_0009
ttu_453_person_2	Barbara		ttu_0009
ttu_453_person_3	Barbara		ttu_0009
ttu_453_person_4	Jack		ttu_0010
ttu_453_person_5	John		ttu_0011
ttu_453_person_6	Jack		ttu_0010
ttu_453_person_7	John		ttu_0011
ttu_453_person_8	Jack		ttu_0010
ttu_453_person_9	Jack Geoghegan		ttu_0010
ttu_453_person_10	Jack Geoghegan		ttu_0010
ttu_453_person_11	Jack		ttu_0010
ttu_453_person_12	Julius Nyerere	Q186525	
ttu_453_person_13	Cami		ttu_0012
ttu_453_person_14	Jack Geoghegan		ttu_0010
ttu_453_person_15	Jack		ttu_0010
ttu_453_person_16	Jack		ttu_0010
ttu_453_person_17	Jack		ttu_0010
ttu_453_person_18	Jack		ttu_0010
ttu_453_person_19	Jack		ttu_0010
ttu_453_person_20	Jack		ttu_0010
ttu_453_person_21	Hal Moore	Q430209	
ttu_453_person_22	Julia Compton Moore	Q6306317	
ttu_453_person_23	Hal Moore	Q430209	
ttu_453_person_24	Julia Compton Moore	Q6306317	
ttu_453_person_25	Julia Compton Moore	Q6306317	
ttu_453_person_26	Julia Compton Moore	Q6306317	
ttu_453_person_27	Madeleine Stowe	Q209098	
ttu_453_person_28	Jack		ttu_0010
ttu_453_person_29	Jack		ttu_0010
ttu_453_person_30	Jack		ttu_0010
ttu_453_person_31	Jack		ttu_0010
ttu_453_person_32	Jack		ttu_0010
ttu_453_person_33	Cami		ttu_0012
ttu_453_person_34	Jack		ttu_0010
ttu_453_person_35	Jack		ttu_0010
ttu_453_person_36	Jack		ttu_0010
ttu_453_person_37	Jack		ttu_0010
ttu_453_person_38	Jack		ttu_0010
ttu_453_person_39	Jack		ttu_0010
ttu_453_person_40	Jack		ttu_0010
ttu_453_person_41	Cami		ttu_0012
ttu_453_person_42	Jack		ttu_0010
ttu_453_person_43	Jack		ttu_0010
ttu_453_person_44	Barbara		ttu_0009
ttu_453_person_45	Bill		ttu_0011
ttu_453_person_46	Cami		ttu_0012
ttu_453_person_47	Jack		ttu_0010
ttu_453_person_48	Jack		ttu_0010
ttu_453_person_49	Hal Moore	Q430209	
ttu_453_person_50	Hal Moore	Q430209	
ttu_453_person_51	Camille		ttu_0012
ttu_453_person_52	Jack		ttu_0010
ttu_453_person_53	Jack		ttu_0010
ttu_453_person_54	Jack		ttu_0010
ttu_453_person_55	Jack		ttu_0010
ttu_453_person_56	Jack		ttu_0010
ttu_453_person_57	Aunt Pat		ttu_0013
ttu_453_person_58	Jack		ttu_0010
ttu_453_person_59	Jack		ttu_0010
ttu_453_person_60	Aunt Pat		ttu_0013
ttu_453_person_61	Jack		ttu_0010
ttu_453_person_62	Jack		ttu_0010
ttu_453_person_63	Camille		ttu_0012
ttu_453_person_64	Pat		ttu_0013
ttu_453_person_65	Cami		ttu_0012
ttu_453_person_66	Camille		ttu_0012
ttu_453_person_67	John		ttu_0011
ttu_453_person_68	Jack		ttu_0010
ttu_453_person_69	Jack		ttu_0010
ttu_453_person_70	John		ttu_0011
ttu_453_person_71	Cami		ttu_0012
ttu_453_person_72	Jack		ttu_0010
ttu_453_person_73	Joseph L. Galloway	Q3185182	
ttu_453_person_74	Tony Nadal		ttu_0014
ttu_453_person_75	Jack		ttu_0010
ttu_453_person_76	Joseph L. Galloway	Q3185182	
ttu_453_person_77	Joseph L. Galloway	Q3185182	
ttu_453_person_78	Tony		ttu_0014
ttu_453_person_79	Tony		ttu_0014
ttu_453_person_80	Tony		ttu_0014
ttu_453_person_81	Billy		ttu_0011
ttu_453_person_82	Tony		ttu_0014
ttu_453_person_83	Hal Moore	Q430209	
ttu_453_person_84	Jack		ttu_0010
ttu_453_person_85	John		ttu_0011
ttu_453_person_86	Joseph L. Galloway	Q3185182	
ttu_453_person_87	Jack		ttu_0010
ttu_453_person_88	Cami		ttu_0012
ttu_453_person_89	Jack		ttu_0010
ttu_453_person_90	Jack		ttu_0010
ttu_453_person_91	Jack		ttu_0010
ttu_453_person_92	Jack		ttu_0010
ttu_453_person_93	Keri Russell	Q229426	
ttu_453_person_94	Keri Russell	Q229426	
ttu_453_person_95	Camille		ttu_0012
ttu_453_person_96	Jack		ttu_0010
ttu_453_person_97	Jack		ttu_0010
ttu_453_person_98	Jack		ttu_0010
ttu_453_person_99	Jack		ttu_0010
ttu_453_person_100	Randall Wallace	Q1339625	
ttu_453_person_101	Randall Wallace	Q1339625	
ttu_453_person_102	Chris Klein	Q343453	
ttu_453_person_103	Rip Van Winkle	Q1129589	
ttu_453_person_104	Jack		ttu_0010
ttu_453_person_105	Camille		ttu_0012
ttu_453_person_106	Jack		ttu_0010
ttu_453_person_107	Sullivan Ballou	Q2364619	
ttu_453_person_108	Jack		ttu_0010
ttu_453_person_109	Barbara		ttu_0009
